Time_sec,Load_kN,EXT TR 25_mm,EXT TR 12.5_mm,Displacement_mm,SP-Actuator #01_mm,SV-Actuator #01_,CY-Actuator #01_,
22.663,3.063,26.326,0.000,0.530,-22.075,-22.075,0.000
22.796,3.062,26.326,0.000,0.533,-22.072,-22.072,0.000
22.929,3.061,26.325,0.000,0.536,-22.069,-22.069,0.000
23.063,3.062,26.326,0.000,0.540,-22.065,-22.065,0.000
23.196,3.061,26.325,0.000,0.543,-22.062,-22.062,0.000
23.329,3.060,26.326,0.000,0.546,-22.059,-22.059,0.000
23.463,3.060,26.326,0.000,0.550,-22.055,-22.055,0.000
23.596,3.060,26.325,0.000,0.553,-22.052,-22.052,0.000
23.729,3.059,26.325,0.000,0.556,-22.049,-22.049,0.000
23.863,3.059,26.325,0.000,0.560,-22.045,-22.045,0.000
23.996,3.059,26.325,0.000,0.563,-22.042,-22.042,0.000
24.129,3.059,26.325,0.000,0.566,-22.039,-22.039,0.000
24.262,3.058,26.325,0.000,0.570,-22.035,-22.035,0.000
24.396,3.059,26.325,0.000,0.573,-22.032,-22.032,0.000
24.529,3.059,26.325,0.000,0.576,-22.029,-22.029,0.000
24.662,3.059,26.325,0.000,0.580,-22.025,-22.025,0.000
24.796,3.060,26.325,0.000,0.583,-22.022,-22.022,0.000
24.929,3.070,26.325,0.000,0.586,-22.019,-22.019,0.000
25.062,3.108,26.325,0.000,0.590,-22.015,-22.015,0.000
25.196,3.153,26.326,0.000,0.593,-22.012,-22.012,0.000
25.329,3.179,26.325,0.000,0.596,-22.009,-22.009,0.000
25.462,3.203,26.326,0.000,0.600,-22.005,-22.005,0.000
25.596,3.232,26.326,0.000,0.603,-22.002,-22.002,0.000
25.729,3.263,26.325,0.000,0.606,-21.999,-21.999,0.000
25.862,3.295,26.326,0.000,0.610,-21.995,-21.995,0.000
25.996,3.328,26.326,0.000,0.613,-21.992,-21.992,0.000
26.129,3.360,26.326,0.000,0.616,-21.989,-21.989,0.000
26.262,3.393,26.326,0.000,0.620,-21.985,-21.985,0.000
26.395,3.425,26.326,0.000,0.623,-21.982,-21.982,0.000
26.529,3.457,26.326,0.000,0.626,-21.979,-21.979,0.000
26.662,3.489,26.326,0.000,0.630,-21.975,-21.975,0.000
26.795,3.519,26.326,0.000,0.633,-21.972,-21.972,0.000
26.929,3.549,26.326,0.000,0.636,-21.969,-21.969,0.000
27.062,3.579,26.326,0.000,0.640,-21.965,-21.965,0.000
27.195,3.606,26.326,0.000,0.643,-21.962,-21.962,0.000
27.329,3.631,26.326,0.000,0.646,-21.959,-21.959,0.000
27.462,3.656,26.326,0.000,0.650,-21.955,-21.955,0.000
27.595,3.681,26.325,0.000,0.653,-21.952,-21.952,0.000
27.729,3.702,26.325,0.000,0.656,-21.949,-21.949,0.000
27.862,3.725,26.326,0.000,0.660,-21.945,-21.945,0.000
27.995,3.746,26.326,0.000,0.663,-21.942,-21.942,0.000
28.128,3.768,26.326,0.000,0.666,-21.939,-21.939,0.000
28.262,3.789,26.325,0.000,0.670,-21.935,-21.935,0.000
28.395,3.808,26.325,0.000,0.673,-21.932,-21.932,0.000
28.528,3.829,26.325,0.000,0.676,-21.929,-21.929,0.000
28.662,3.849,26.326,0.000,0.680,-21.925,-21.925,0.000
28.795,3.869,26.325,0.000,0.683,-21.922,-21.922,0.000
28.928,3.888,26.325,0.000,0.686,-21.918,-21.918,0.000
29.062,3.907,26.325,0.000,0.690,-21.915,-21.915,0.000
29.195,3.927,26.325,0.000,0.693,-21.912,-21.912,0.000
29.328,3.944,26.325,0.000,0.696,-21.908,-21.908,0.000
29.462,3.962,26.326,0.000,0.700,-21.905,-21.905,0.000
29.595,3.978,26.326,0.000,0.703,-21.902,-21.902,0.000
29.728,3.994,26.326,0.000,0.706,-21.898,-21.898,0.000
29.862,4.010,26.326,0.000,0.710,-21.895,-21.895,0.000
29.995,4.027,26.325,0.000,0.713,-21.892,-21.892,0.000
30.128,4.042,26.325,0.000,0.716,-21.888,-21.888,0.000
30.261,4.058,26.326,0.000,0.720,-21.885,-21.885,0.000
30.395,4.073,26.326,0.000,0.723,-21.882,-21.882,0.000
30.528,4.090,26.326,0.000,0.726,-21.879,-21.878,0.000
30.661,4.109,26.325,0.000,0.730,-21.875,-21.875,0.000
30.795,4.126,26.326,0.000,0.733,-21.872,-21.872,0.000
30.928,4.145,26.326,0.000,0.736,-21.868,-21.868,0.000
31.061,4.163,26.326,0.000,0.739,-21.865,-21.865,0.000
31.195,4.180,26.326,0.000,0.743,-21.862,-21.862,0.000
31.328,4.199,26.325,0.000,0.746,-21.859,-21.858,0.000
31.461,4.216,26.326,0.000,0.750,-21.855,-21.855,0.000
31.595,4.236,26.325,0.000,0.753,-21.852,-21.852,0.000
31.728,4.253,26.326,0.000,0.756,-21.849,-21.849,0.000
31.861,4.272,26.326,0.000,0.760,-21.845,-21.845,0.000
31.994,4.288,26.326,0.000,0.763,-21.842,-21.842,0.000
32.128,4.306,26.325,0.000,0.766,-21.839,-21.839,0.000
32.261,4.325,26.326,0.000,0.770,-21.835,-21.835,0.000
32.394,4.343,26.326,0.000,0.773,-21.832,-21.832,0.000
32.528,4.361,26.325,0.000,0.776,-21.829,-21.829,0.000
32.661,4.380,26.326,0.000,0.780,-21.825,-21.825,0.000
32.794,4.399,26.326,0.000,0.783,-21.822,-21.822,0.000
32.928,4.418,26.325,0.000,0.786,-21.819,-21.819,0.000
33.061,4.437,26.325,0.000,0.790,-21.815,-21.815,0.000
33.194,4.456,26.326,0.000,0.793,-21.812,-21.812,0.000
33.328,4.475,26.325,0.000,0.796,-21.809,-21.809,0.000
33.461,4.495,26.326,0.000,0.800,-21.805,-21.805,0.000
33.594,4.513,26.326,0.000,0.803,-21.802,-21.802,0.000
33.728,4.533,26.325,0.000,0.806,-21.799,-21.799,0.000
33.861,4.553,26.325,0.000,0.810,-21.795,-21.795,0.000
33.994,4.570,26.325,0.000,0.813,-21.792,-21.792,0.000
34.127,4.590,26.325,0.000,0.816,-21.789,-21.789,0.000
34.261,4.608,26.325,0.000,0.819,-21.785,-21.785,0.000
34.394,4.628,26.325,0.000,0.823,-21.782,-21.782,0.000
34.527,4.647,26.325,0.000,0.826,-21.779,-21.779,0.000
34.661,4.667,26.325,0.000,0.829,-21.775,-21.775,0.000
34.794,4.685,26.326,0.000,0.833,-21.772,-21.772,0.000
34.927,4.704,26.325,0.000,0.836,-21.769,-21.769,0.000
35.061,4.722,26.325,0.000,0.840,-21.765,-21.765,0.000
35.194,4.742,26.325,0.000,0.843,-21.762,-21.762,0.000
35.327,4.760,26.325,0.000,0.846,-21.759,-21.759,0.000
35.461,4.780,26.325,0.000,0.850,-21.755,-21.755,0.000
35.594,4.800,26.326,0.000,0.853,-21.752,-21.752,0.000
35.727,4.819,26.326,0.000,0.856,-21.749,-21.749,0.000
35.861,4.838,26.326,0.000,0.860,-21.745,-21.745,0.000
35.994,4.856,26.325,0.000,0.863,-21.742,-21.742,0.000
36.127,4.876,26.325,0.000,0.866,-21.739,-21.739,0.000
36.260,4.894,26.325,0.000,0.870,-21.735,-21.735,0.000
36.394,4.912,26.325,0.000,0.873,-21.732,-21.732,0.000
36.527,4.931,26.325,0.000,0.876,-21.729,-21.729,0.000
36.660,4.950,26.325,0.000,0.880,-21.725,-21.725,0.000
36.794,4.968,26.325,0.000,0.883,-21.722,-21.722,0.000
36.927,4.986,26.325,0.000,0.886,-21.719,-21.719,0.000
37.060,5.005,26.325,0.000,0.890,-21.715,-21.715,0.000
37.194,5.023,26.325,0.000,0.893,-21.712,-21.712,0.000
37.327,5.042,26.325,0.000,0.896,-21.709,-21.709,0.000
37.460,5.060,26.325,0.000,0.899,-21.705,-21.705,0.000
37.594,5.078,26.325,0.000,0.903,-21.702,-21.702,0.000
37.727,5.097,26.325,0.000,0.906,-21.699,-21.699,0.000
